scheme_code,fund_name,latest_nav,amfi_category,category,risk
125307,PGIM India Midcap Fund - Direct Plan - Growth Option,66.78,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
120841,quant Mid Cap Fund - Growth Option - Direct Plan,214.9164,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
119581,Sundaram Mid Cap Fund Direct Plan - Growth,1418.7945,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
119178,Tata Mid Cap Fund - Direct Plan- Growth Option,466.3921,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
118872,Taurus Mid Cap Fund - Direct Plan - Growth,114.07,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
148073,Union Midcap Fund - Direct Plan - Growth Option,48.34,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
120726,UTI Mid Cap Fund-Growth Option- Direct,304.2382,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
150584,WhiteOak Capital Mid Cap Fund Direct Plan Growth,19.043,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
148921,Aditya Birla Sun Life Multi-Cap Fund-Direct Growth,19.06,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
149383,Axis Multicap Fund - Direct Growth,17.20,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
151443,Bank of India Multi Cap Fund Direct Plan - Growth,17.57,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
119354,Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option,291.5931,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
151824,Canara Robeco Multi Cap Fund - Direct Plan - Growth Option,13.6200,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
152310,DSP Multicap Fund - Direct - Growth,10.974,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
152094,Edelweiss Multi Cap Fund - Direct Plan - Growth,14.2908,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
152739,Franklin India Multi Cap Fund - Direct - Growth,9.4740,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
153034,Groww Multicap Fund - Direct - Growth,9.8828,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
149368,HDFC Multi Cap Fund - Growth Option - Direct Plan,17.816,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
151290,HSBC Multi Cap Fund - Direct - Growth,17.7551,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
120599,ICICI Prudential Multicap Fund - Direct Plan -  Growth,817.36,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
120413,Invesco India Multicap Fund - Direct Plan - Growth Option,132.43,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
147183,ITI Multi Cap Fund - Direct Plan - Growth Option,24.9435,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
149185,Kotak Multicap Fund-Direct Plan-Growth,19.141,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
150659,LIC MF Multi Cap Fund-Direct Plan-Growth,16.3192,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
141226,Mahindra Manulife Multi Cap Fund - Direct Plan -Growth,38.4587,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
151810,Mirae Asset Multicap Fund - Direct Plan - Growth,13.517,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
152651,Motilal Oswal Multi Cap Fund-Direct Plan Growth,11.3347,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
118651,Nippon India Multi Cap Fund - Direct Plan Growth Plan - Bonus Option,300.5819,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
118650,Nippon India Multi Cap Fund - Direct Plan Growth Plan - Growth Option,300.5819,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
152815,PGIM India Multi Cap Fund - Direct Plan - Growth Option,9.19,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
152847,Samco Multi Cap Fund - Direct Plan - Growth,8.15,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
149882,SBI Multicap Fund- Direct Plan- Growth option,15.7895,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
149668,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW),75.9823,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
149669,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Direct Plan - Growth Option,382.9998,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
151232,Tata Multicap Fund - Direct Plan - Growth,13.9601,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
150858,Union Multicap Fund - Direct Plan - Growth Option,15.32,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
153515,UTI Multi Cap Fund - Direct Plan - Growth Option,9.4937,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
152071,WhiteOak Capital Multi Cap Fund Direct Plan Growth,14.249,Open Ended Schemes(Equity Scheme - Multi Cap Fund),Flexi Cap,Medium
154215,Abakkus Small Cap Fund - Direct Plan - Growth,9.9620,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
119556,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan,88.848,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
125354,Axis Small Cap Fund - Direct Plan - Growth,109.81,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
145678,BANK OF INDIA Small Cap Fund Direct Plan Growth,46.13,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
152128,Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth option,12.0293,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
119212,DSP Small Cap Fund - Direct Plan - Growth,197.302,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
146196,Edelweiss Small Cap Fund - Direct Plan - Growth,43.549,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
118525,Franklin India Small Cap Fund - Direct - Growth,168.5539,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
154063,Groww Small Cap Fund-Direct-Growth,9.4362,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
130503,HDFC Small Cap Fund - Growth Option - Direct Plan,138.593,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
153912,Helios Small Cap Fund - Direct Plan - Growth Option,8.59,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
151130,HSBC Small Cap Fund - Direct Growth,77.1681,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
120591,ICICI Prudential Smallcap Fund - Direct Plan - Growth,85.99,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
145137,Invesco India Smallcap Fund - Direct Plan - Growth,41.77,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
147919,ITI Small Cap Fund - Direct Plan - Growth Option,28.3829,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
152614,JM Small Cap Fund (Direct) - Growth Option,8.6745,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
120164,Kotak-Small Cap Fund - Growth - Direct,262.851,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
152004,LIC MF Small Cap Fund-Direct Plan-Growth,29.9859,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
150915,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,18.3073,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
153196,Mirae Asset Small Cap Fund - Direct Plan - Growth,10.512,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
152237,Motilal Oswal Small Cap Fund - Direct - Growth,12.8194,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
118777,Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,168.8377,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,168.8377,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
149019,PGIM India Small Cap Fund - Direct Plan- Growth Option,15.5,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
120828,quant Small Cap Fund - Growth Option - Direct Plan,245.9254,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
125497,SBI Small Cap Fund - Direct Plan - Growth,172.0049,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
119589,Sundaram Small Cap Fund Direct Plan - Growth,255.8255,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
145206,Tata Small Cap Fund-Direct Plan-Growth,35.0300,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
129649,Union Small Cap Fund - Direct Plan - Growth Option,50.81,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
148618,UTI Small Cap Fund - Direct Plan - Growth Option,24.23,Open Ended Schemes(Equity Scheme - Small Cap Fund),Small Cap,High
120517,Aditya Birla Sun Life Equity Hybrid'95 Fund - Direct Plan-Growth,1600.86,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
144394,Axis Aggressive Hybrid Fund - Direct Plan - Growth Option,21.34,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
140382,Bandhan Aggressive Hybrid Fund-Direct Plan Growth,28.447,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
119019,DSP Aggressive Hybrid Fund - Direct Plan - Growth,373.292,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
118624,Edelweiss Aggressive Hybrid Fund-Direct Plan-Growth Option,69.49,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
118546,Franklin India Aggressive Hybrid Fund - Direct - Growth,289.5593,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
145599,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund) - Direct Plan - Growth option,21.8131,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,118.005,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
151122,HSBC Aggressive Hybrid Fund - Direct Growth,59.5805,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
120251,ICICI Prudential Equity & Debt Fund - Direct Plan - Growth,425.29,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
143537,Invesco India Aggressive Hybrid Fund - Direct Plan - Growth,22.5014,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
120484,JM Aggressive Hybrid Fund (Direct) - Growth Option,124.7781,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
133035,Kotak Aggressive Hybrid Fund - Direct Plan -Growth,69.596,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
120261,LIC MF Aggressive Hybrid Fund-Direct Plan-Growth,206.5407,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
147446,Mahindra Manulife Aggressive Hybrid Fund - Direct Plan -Growth,28.5476,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
134813,Mirae Asset Aggressive Hybrid Fund - Direct Plan - Growth,36.341,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
143163,Navi Aggressive Hybrid Fund - Direct Plan - Growth,22.1794,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
148265,Nippon India Aggressive  Hybrid Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,0.0000,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
118794,Nippon India Aggressive Hybrid Fund  - Direct Plan Growth Plan,112.5353,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
147689,Nippon India Aggressive Hybrid Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,0.1261,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
138386,PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Growth,143.54,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
120819,quant Aggressive Hybrid Fund-Growth Option-Direct Plan,436.9152,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
125711,Shriram Aggressive Hybrid Fund- Direct Growth,34.4525,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
149601,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Direct Plan - Growth Option,173.5268,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
119053,Tata Aggressive Hybrid Fund -Direct Plan- Growth Option,458.5818,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
148592,Union Aggressive Hybrid Fund - Direct Plan - Growth Option,18.05,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
120674,UTI Aggressive Hybrid Fund -Direct Plan - Growth,414.3443,Open Ended Schemes(Hybrid Scheme - Aggressive Hybrid Fund),Hybrid,Medium
119526,Aditya Birla Sun Life Arbitrage Fund - Growth - Direct Plan,29.9947,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
130773,Axis Arbitrage Fund - Direct Plan - Growth,21.2654,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
152077,Bajaj Finserv Arbitrage Fund-Direct Plan-Growth,11.904,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
118474,BANDHAN Arbitrage Fund-Direct Plan- Growth,36.7295,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
143614,BANK OF INDIA Arbitrage Fund Direct Plan Growth,15.0300,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
154236,Capitalmind Arbitrage Fund-Direct-Growth,10.0212,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
142283,DSP Arbitrage Fund - Direct - Growth,16.366,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
130206,Edelweiss Arbitrage Fund- Direct Plan- Growth Option,21.7853,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
153043,Franklin India Arbitrage Fund - Direct - Growth,10.9688,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
118931,HDFC ARBITRAGE FUND - Growth Option - Direct Plan,33.46,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
129052,HDFC ARBITRAGE FUND - Wholesale Growth Option - Direct Plan,21.109,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
154257,Helios Arbitrage Fund - Direct Growth,10.01,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
151138,HSBC Arbitrage Fund - Direct Growth,21.2752,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
120364,ICICI Prudential Equity Arbitrage Fund - Direct Plan - Growth,38.5047,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
120401,Invesco India Arbitrage Fund - Direct Plan - Growth Option,36.1728,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
147617,ITI Arbitrage Fund - Direct Plan - Growth Option,14.2164,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
154076,JioBlackRock Arbitrage Fund - Direct Plan - Growth Option,10.2007,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
120482,JM Arbitrage Fund (Direct) - Growth Option,36.3693,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
119771,Kotak Arbitrage Fund - Direct Plan - Growth,41.9445,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
145895,LIC MF Arbitrage Fund-Direct Plan-Growth,15.1173,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
148468,Mahindra Manulife Arbitrage Fund - Direct Plan -Growth,13.4184,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
148401,Mirae Asset Arbitrage Fund Direct Growth,14.160,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
153187,Motilal Oswal Arbitrage Fund-Direct Plan-Growth,10.9371,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
118585,Nippon India Arbitrage Fund - Direct Plan Growth Plan - Growth Option,30.0342,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
150367,NJ Arbitrage Fund - Direct Plan - Growth Option,12.7840,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
153979,Old Bridge Arbitrage Fund Direct Growth,10.2471,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
138875,PGIM India Arbitrage Fund - Direct Plan - Growth,20.4965,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
152109,Parag Parikh Arbitrage Fund - Direct Plan Growth,11.7929,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
153426,quant Arbitrage Fund - Growth Option - Direct Plan,10.7171,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
153090,Samco Arbitrage Fund - Direct Plan - Growth,10.72,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
149550,Sundaram Arbitrage Fund (Formerly Known as Prinicpal Arbitrage Fund) - Direct Plan - Growth,15.9703,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
145724,Tata Arbitrage Fund-Direct Plan-Growth,15.8456,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
146297,Union Arbitrage Fund - Direct Plan - Growth Option,15.1828,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
120795,UTI Arbitrage Fund - Direct Plan - Growth Option,39.0465,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
152849,WhiteOak Capital Arbitrage Fund Direct Plan Growth,11.148,Open Ended Schemes(Hybrid Scheme - Arbitrage Fund),Hybrid,Medium
152076,360 ONE Balanced Hybrid Fund- Direct Plan - Growth,12.5822,Open Ended Schemes(Hybrid Scheme - Balanced Hybrid Fund),Hybrid,Medium
152132,WhiteOak Capital Balanced Hybrid Fund Direct Plan Growth,12.778,Open Ended Schemes(Hybrid Scheme - Balanced Hybrid Fund),Hybrid,Medium
120705,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Direct Plan,75.7203,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
120480,Axis Conservative Hybrid Fund - Direct Plan - Growth Option,35.1718,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
118491,BANDHAN Conservative Hybrid Fund-Direct Plan-Growth,35.8161,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
150206,BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Growth Option,54.8433,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
118994,DSP Regular Savings Fund - Direct Plan - Growth,66.3597,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
148302,Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank ltd CO 05Mar20) - Direct Growth Plan,0.0000,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
119118,HDFC Hybrid Debt Fund - Growth Option - Direct Plan,87.1186,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
120073,HSBC Conservative Hybrid Fund - Direct Growth,68.088,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
120616,ICICI Prudential Regular Savings Fund - Direct Plan - Growth,84.1414,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
120154,Kotak Debt Hybrid - Growth - Direct,67.2566,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
120276,LIC MF Conservative Hybrid Fund-Direct Plan-Growth,91.3606,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
118726,Nippon India Conservative Hybrid  Fund - Direct Plan Growth Plan - Growth Option,66.3972,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
148143,Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Direct Plan Growth Plan - Growth Option,4.0808,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
148296,Nippon India Conservative Hybrid  Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,0.0000,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
148958,Parag Parikh Conservative Hybrid Fund - Direct Plan - Growth,15.6348,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
119839,SBI Conservative Hybrid Fund - Direct Plan - Growth,80.0394,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
119635,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Growth,32.1074,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
148106,UTI - Regular Saving Fund (Segregated - 17022020) - Direct Plan - Growth Option,4.08,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
120779,UTI Conservative Hybrid Fund - Direct Plan - Growth Option,74.0865,Open Ended Schemes(Hybrid Scheme - Conservative Hybrid Fund),Hybrid,Medium
131670,Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option,118.53,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
141642,Axis Balanced Advantage Fund - Direct Plan - Growth,22.86,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
152194,Bajaj Finserv Balanced Advantage Fund-Direct Plan-Growth,11.102,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
131355,BANDHAN Balanced Advantage Fund Direct Plan Growth,27.159,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
145396,Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-Growth Option,25.7430,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
152688,Canara Robeco Balanced Advantage Fund - Direct Plan - Growth Option,9.8400,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
126393,DSP Dynamic Asset Allocation Fund - Direct Plan - Growth,31.501,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
118615,Edelweiss Balanced Advantage Fund -Direct Plan-Growth Option,56.57,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
150481,Franklin India Balanced Advantage Fund- Growth- Direct,14.4698,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
118968,HDFC Balanced Advantage Fund - Growth Plan - Direct Plan,535.183,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
152509,Helios Balanced Advantage Fund- Direct Plan- Growth Option,11.07,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
151129,HSBC Balanced Advantage Fund - Direct Growth,48.6558,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
120377,ICICI Prudential Balanced Advantage Fund - Direct Plan -  Growth,81.68,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
120333,Invesco India Balanced Advantage Fund - Direct Plan - Growth,59.71,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
147789,ITI Balanced Advantage Fund - Direct Plan - Growth Option,15.4174,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
144335,Kotak Balanced Advantage Fund  - Direct Plan -Growth Option,21.512,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
149261,LIC MF Balanced Advantage Fund-Direct Plan-Growth,13.7138,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
149406,Mahindra Manulife Balanced Advantage Fund - Direct Plan - Growth,14.6750,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
150470,Mirae Asset Balanced Advantage Fund Direct Plan- Growth,14.498,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
139872,Motilal Oswal Balanced Advantage Fund  (MOFDYNAMIC) - Direct Plan - Growth Option,19.1344,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
118737,Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Bonus Option,9.6826,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
118736,Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Growth Option,195.2384,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
149264,NJ Balanced Advantage Fund - Direct Plan - Growth Option,13.49,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
148658,PGIM India Balanced Advantage Fund -  Direct Plan - Growth Option,15.59,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
152468,Parag Parikh Dynamic Asset Allocation Fund - Direct Plan Growth,11.5015,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
151713,quant Dynamic Asset Allocation Fund - Growth Option - Direct Plan,15.6448,Open Ended Schemes(Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage),Hybrid,Medium
