scheme_code,fund_name,latest_nav,amfi_category,category,risk
143508,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Growth,1629.6819,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
119205,DSP Ultra Short Fund - Direct Plan - Growth,3864.9782,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
118560,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Growth,34.2355,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
147973,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Option,0.0000,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
152825,Franklin India Ultra Short Duration Fund - Direct - Growth,11.1509,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
145034,HDFC Ultra Short Term Fund - Direct Plan-Growth Option,16.1537,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
147908,HSBC Ultra Short Duration Fund - Direct Growth,1432.138,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
120676,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Growth,31.3195,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
120541,Invesco India Ultra Short Duration Fund - Direct Plan - Growth,3005.8387,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
148913,ITI Ultra Short Duration Fund - Direct Plan - Growth Option,1335.1434,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
120458,JM Ultra Short Duration Fund - (Direct) - Growth Option,27.5938,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
119750,Kotak Savings Fund-Growth - Direct,46.935,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
147772,LIC MF Ultra Short Duration Fund-Direct Plan-Growth,1409.0071,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
147731,Mahindra Manulife Ultra Short Duration Fund - Direct Plan -Growth,1471.3357,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
148529,Mirae Asset Ultra Short Duration Fund Direct Growth,1380.6655,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
124234,Motilal Oswal Ultra Short Term Fund (MOFUSTF) -Direct Plan- Growth,18.1597,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
147675,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,0.0000,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
143494,Nippon India Ultra Short Duration Fund- Direct Plan- Growth Option,4650.9255,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
138358,PGIM India Ultra Short Duration Fund - Direct Plan - Growth,37.1023,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
149539,Sundaram Ultra Short Duration Fund (Formerly Known as Principal Ultra Short Term Fund)- Direct Plan -Growth Option,3056.2827,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
146075,Tata Ultra Short Term Fund-Direct Plan-Growth,15.5766,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
120746,UTI Ultra Short Duration Fund - Direct Plan - Growth Option,4749.484,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
147311,WhiteOak Capital Ultra Short Duration Fund- Direct plan-Growth Option,1467.6960,Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),Debt,Low
151165,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,12.9537,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
119544,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,62.44,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,98.6597,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
118473,BANDHAN ELSS Tax Saver Fund - Direct Plan - Growth,163.280,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
119351,BANK OF INDIA ELSS Tax Saver -Direct Plan- Growth,175.14,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
150159,BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - Growth Option,101.6197,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
119242,DSP ELSS Tax Saver Fund - Direct Plan - Growth,142.987,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
118620,Edelweiss ELSS Tax Saver Fund - Direct Plan-Growth Option,123.47,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
118540,Franklin India ELSS Tax Saver Fund - Direct - Growth,1485.5785,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
141808,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option,20.15,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
119060,HDFC ELSS Tax saver - Growth Option - Direct Plan,1392.716,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
118929,HDFC Long Term Advantage Plan - Growth Option - Direct Plan,625.385,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
151078,HSBC ELSS Tax saver Fund - Direct Growth,134.0812,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
120079,HSBC Tax Saver Equity Fund - Growth Direct,101.2359,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
120592,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - Growth,956.09,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
120416,Invesco India ELSS Tax Saver Fund - Direct Plan - Growth,127.67,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
147541,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,23.8541,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
120494,JM ELSS Tax Saver Fund (Direct) - Growth Option,49.6853,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
119773,Kotak ELSS Tax Saver Fund-Growth - Direct,124.545,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
120270,LIC MF ELSS Tax Saver-Direct Plan-Growth,153.9458,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
139781,Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth,30.5210,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
135781,Mirae Asset ELSS Tax Saver Fund - Direct Plan - Growth,51.054,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
133386,Motilal Oswal ELSS Tax Saver Fund - Direct Plan - Growth Option,54.0076,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
135654,Navi ELSS Tax Saver Fund- Direct Plan- Growth Option,31.5297,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
118803,Nippon India ELSS Tax Saver Fund - Direct Plan Growth Plan - Growth Option,132.1186,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
151611,NJ ELSS Tax Saver Scheme Direct Growth,13.34,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
135601,PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option,35.28,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
147481,Parag Parikh ELSS Tax Saver Fund- Direct Growth,30.7516,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
120847,quant ELSS Tax Saver Fund - Growth Option - Direct Plan,385.1851,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
111549,Quantum ELSS Tax Saver Fund - Direct Plan Growth Option,116.90,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
150838,Samco ELSS Tax Saver Fund - Direct Plan - Growth Option,11.73,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
145819,Shriram ELSS Tax Saver Fund - Direct Growth,21.5728,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
149570,Sundaram ELSS Tax Saver Fund Direct Plan Growth,497.2661,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
132756,Tata ELSS Fund-Growth-Direct Plan,47.9354,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
118866,Taurus ELSS Tax Saver Fund - Direct Plan - Growth,181.41,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
119307,Union ELSS Tax Saver Fund - Direct Plan - Growth Option,64.38,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
120715,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option,208.0382,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
150587,WhiteOak Capital ELSS Tax Saver Fund Direct Plan Growth,16.468,Open Ended Schemes(Equity Scheme - ELSS),ELSS,Medium
154043,Abakkus Flexi Cap Fund - Direct - Growth,9.3460,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
120564,Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,1905.98,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
141925,Axis Flexi Cap Fund - Direct Plan - Growth,26.69,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
151895,Bajaj Finserv Flexi Cap Fund-Direct Plan-Growth,13.863,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
118424,BANDHAN Flexi Cap Fund-Direct Plan-Growth,209.868,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
148404,BANK OF INDIA Flexi Cap Fund Direct Plan -Growth,35.56,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
150387,Baroda BNP Paribas Flexi Cap Fund - Direct Plan - Growth Option,14.8658,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
119076,DSP Flexi Cap Fund - Direct Plan - Growth,103.614,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
140353,Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,41.44,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
118535,Franklin India Flexi Cap Fund - Direct - Growth,1659.1520,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
118955,HDFC Flexi Cap Fund - Growth Option - Direct Plan,2047.878,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
152135,Helios Flexi Cap Fund - Direct Plan - Growth Option,13.73,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
120046,HSBC Flexi Cap Fund - Direct Growth,220.8062,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
148990,ICICI Prudential Flexicap Fund - Direct Plan - Growth,18.35,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
149763,Invesco India Flexi Cap Fund - Direct Plan - Growth,17.25,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
151379,ITI Flexi Cap Fund- Direct Plan- Growth,17.3820,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
153859,JioBlackRock Flexi Cap Fund - Direct Plan - Growth Option,9.08,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
120492,JM Flexicap Fund (Direct) - Growth Option,98.0716,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
120166,Kotak Flexicap Fund - Growth - Direct,88.982,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
120264,LIC MF Flexi Cap Fund-Direct Plan-Growth,98.3934,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
149104,Mahindra Manulife Flexi Cap Fund - Direct Plan -Growth,15.8692,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
151412,Mirae Asset Flexi Cap Fund - Direct Plan - Growth,15.348,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
129046,Motilal Oswal Flexi cap Fund Direct Plan-Growth Option,58.0604,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
143793,Navi Flexi Cap Fund - Direct Plan - Growth,24.9328,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
149094,Nippon India Flexi Cap Fund - Direct Plan - Growth Plan - Growth Option,15.8440,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
151917,NJ Flexi Cap Fund - Direct Plan - Growth Option,12.29,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
154225,Old Bridge Flexi Cap Fund Direct Growth,9.90,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
133839,PGIM India Flexi Cap Fund - Direct Plan - Growth Option,38.57,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
122639,Parag Parikh Flexi Cap Fund - Direct Plan - Growth,87.0006,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
120843,quant Flexi Cap Fund - Growth Option-Direct Plan,100.5508,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
149450,Samco Flexi Cap Fund - Direct Plan - Growth Option,9.48,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
144905,Shriram Flexi Cap Fund - Direct Growth,20.7153,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
150571,Sundaram Flexicap Fund Direct Growth,14.1768,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
144546,Tata Flexi Cap Fund-Direct Plan-Growth,24.7168,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
118883,Taurus Flexi Cap Fund - Direct Plan - Growth,213.12,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
152584,TRUSTMF Flexi Cap Fund-Direct Plan- Growth,10.71,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
153543,Unifi Flexi Cap Fund - Direct Growth,9.3344,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
119292,Union Flexi Cap Fund - Direct Plan - Growth Option,51.98,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
120662,UTI - Flexi Cap Fund-Growth Option - Direct,295.3506,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
150346,WhiteOak Capital Flexi Cap Fund Direct Plan-Growth,16.508,Open Ended Schemes(Equity Scheme - Flexi Cap Fund),Flexi Cap,Medium
119436,Aditya Birla Sun Life Large & Mid Cap Fund - Growth - Direct Plan,929.38,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
145110,Axis Large & Mid Cap Fund - Direct Plan - Growth,33.57,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
152408,Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth,11.399,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
118419,Bandhan Large & Mid Cap Fund - Direct Plan - Growth,147.143,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
119350,BANK OF INDIA Large & Mid Cap Fund Direct Plan-Growth,96.94,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
148474,Baroda BNP Paribas Large and Mid Cap Fund- Direct Plan -Growth Option,26.6474,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
119218,DSP Large & Mid Cap Fund - Direct Plan - Growth,643.08,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
140175,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option,96.13,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
118510,Franklin India Large & Mid Cap Fund - Direct - Growth,190.0637,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
130498,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,324.525,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
152941,Helios Large & Mid Cap Fund - Direct Plan - Growth Option,10.03,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
146772,HSBC Large & Mid Cap Fund - Direct Growth,27.421,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
120596,ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth,1058.05,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
120357,Invesco India Large & Mid Cap Fund - Direct Plan - Growth,106.2,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
152821,ITI Large & Midcap Fund - Direct Plan - Growth,8.6484,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
153629,JM Large & Mid Cap Fund (Direct) - Growth Option,9.2846,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
120158,Kotak Large & Midcap Fund - Direct- Growth,371.761,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
133710,LIC MF Large & Mid Cap Fund-Direct Plan-Growth,40.51,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
147840,Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth,27.3471,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
118834,Mirae Asset Large & Midcap Fund - Direct Plan - Growth,158.104,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
147704,Motilal Oswal Large and Midcap Fund - Direct Plan Growth,33.3178,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
135677,Navi Large & Midcap Fund- Direct Plan- Growth Option,38.6225,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
118675,Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Bonus Option,246.4575,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
118678,Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Growth Option,1453.6732,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
152382,PGIM India Large and Midcap Fund - Direct Plan - Growth Option,11.58,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
120826,quant Large & Mid Cap Fund - Growth Option-Direct Plan,111.7306,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
153534,Samco Large & Mid Cap Fund - Direct Plan - Growth Option,8.67,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
119566,Sundaram Large and Midcap Fund Direct Plan - Growth,88.6670,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
119202,Tata Large & MId Cap Fund -Direct Plan- Growth Option,511.0962,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
147750,Union Large & Midcap Fund - Direct Plan - Growth Option,25.46,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
120665,UTI Large & Mid Cap Fund - Direct Plan - Growth Option,181.4065,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
152226,Whiteoak Capital Large & Mid Cap Fund Direct Plan Growth,12.620,Open Ended Schemes(Equity Scheme - Large & Mid Cap Fund),Mid Cap,Medium
119528,Aditya Birla Sun Life Large Cap Fund - Growth - Direct Plan,530.88,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
120465,Axis Large Cap Fund - Direct Plan - Growth,63.95,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
118479,BANDHAN Large Cap Fund-Direct Plan-Growth,82.447,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
148980,BANK OF INDIA Large Cap Fund Direct Plan Growth,16.11,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
150187,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,237.5207,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
119250,DSP Large Cap Fund - Direct Plan - Growth,474.965,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
118617,Edelweiss Large Cap Fund - Direct Plan-Growth option,89.93,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
118531,Franklin India Large Cap Fund- Direct - Growth,1057.0154,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
119133,Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option,48.06,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
119018,HDFC Large Cap Fund - Growth Option - Direct Plan,1138.778,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
120030,HSBC Large Cap Fund - Direct Growth,495.3224,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,112.73,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
120392,Invesco India Largecap Fund - Direct Plan - Growth,76.01,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
148353,ITI Large Cap Fund - Direct Plan - Growth Option,17.5144,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
120490,JM Large Cap Fund (Direct) - Growth Option,162.6981,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
120152,Kotak Large Cap  Fund - Growth - Direct,612.886,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
120267,LIC MF Large Cap Fund-Direct Plan-Growth,56.9488,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
146549,Mahindra Manulife Large Cap Fund - Direct Plan -Growth,23.8977,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
118825,Mirae Asset Large Cap Fund - Direct Plan - Growth,116.252,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
152354,Motilal Oswal Large Cap Direct Plan Growth,12.8224,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
118633,Nippon India Large Cap Fund - Direct Plan Growth Plan - Bonus Option,93.8354,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,93.8354,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
138312,PGIM India Large Cap Fund - Direct Plan - Growth,367.67,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
154155,Parag Parikh Large Cap Fund - Direct Plan - Growth,8.9432,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
150440,quant Large Cap Fund - Growth Option - Direct Plan,14.2093,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
153239,Samco Large Cap Fund - Direct Plan - Growth Option,8.97,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
148507,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth,21.0300,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
119160,Tata Large Cap Fund -Direct Plan Growth Option,537.2577,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
118870,Taurus Large Cap Fund - Direct Plan - Growth,158.25,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
141248,Union Largecap Fund - Direct Plan - Growth Option,22.97,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
120656,UTI Large Cap Fund - Direct Plan - Growth Option,272.0713,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
150797,WhiteOak Capital Large Cap Fund Direct Plan Growth,14.411,Open Ended Schemes(Equity Scheme - Large Cap Fund),Large Cap,Low
119620,Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan,798.84,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
120505,Axis Midcap Fund - Direct Plan - Growth,122.59,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
153728,Bank of India Mid Cap Fund - Direct Plan Growth,9.13,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
150212,BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - Growth Option,116.6246,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
150817,Canara Robeco Mid Cap Fund- Direct Plan- Growth Option,16.3600,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
119071,DSP Midcap Fund - Direct Plan - Growth,151.981,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
140228,Edelweiss Mid Cap Fund - Direct Plan - Growth Option,110.713,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
118533,Franklin India Mid Cap Fund - Direct - Growth,2769.9964,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,202.868,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
153326,Helios Mid Cap Fund - Direct Plan - Growth Option,11.28,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
151036,HSBC Midcap Fund - Direct Growth,421.1929,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
120381,ICICI Prudential MidCap Fund - Direct Plan -  Growth,331.23,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
120403,Invesco India Midcap Fund - Direct Plan - Growth Option,194.72,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
148733,ITI Mid Cap Fund - Direct Plan - Growth Option,21.7752,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
150815,JM Midcap Fund (Direct) - Growth,18.1097,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
119775,Kotak Midcap Fund - Direct Plan - Growth,144.863,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
152002,LIC MF Mid Cap Fund-Direct Plan-Growth,28.999,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
142110,Mahindra Manulife Mid Cap Fund - Direct Plan -Growth,35.8824,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
147445,Mirae Asset Midcap Fund- Direct Growth Option,36.806,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,95.6599,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
118665,Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Bonus Option,716.5012,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
118668,Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Growth Option,4312.7543,Open Ended Schemes(Equity Scheme - Mid Cap Fund),Mid Cap,Medium
